Id,Title,review/score,review/summary,review/text,review/scale
0595344550,Whispers of the Wicked Saints,1.0,Buyer beware,"This is a self-published book, and if you want to know why--read a few paragraphs! Those 5 star reviews must have been written by Ms. Haddon's family and friends--or perhaps, by herself! I can't imagine anyone reading the whole thing--I spent an evening with the book and a friend and we were in hysterics reading bits and pieces of it to one another. It is most definitely bad enough to be entered into some kind of a ""worst book"" contest. I can't believe Amazon even sells this kind of thing. Maybe I can offer them my 8th grade term paper on ""To Kill a Mockingbird""--a book I am quite sure Ms. Haddon never heard of. Anyway, unless you are in a mood to send a book to someone as a joke---stay far, far away from this one!",negative
0595344550,Whispers of the Wicked Saints,5.0,Fall on your knee's,When I first read this the I was mezmerized at the style of writting. I soon became so hooked on this book that I wanted to fall on my knees and shut out the rest of the world. Haddon delivers a portrayal of a woman that is hurt loney and abused and I think she does a wonderful job making the reader feel like the character.,positive
0595344550,Whispers of the Wicked Saints,5.0,Bravo Veronica,"I read the review directly under mine and I have to say I laughed. How can someone write a honest review on a book they read only three pages of? That was funny but also sad that people are mean enough to keep others from an enjoyable read. I loved this book. I thought the first chapter was a little long, but I read the WHOLE book and I loved it. This book is about an afair of the heart and the right to be happy. It is a glimps into the lives of those who are forbiden to love each other. This is a heart warming story. This is a first book and it had a few flaws, but this writer will only get better and better as she goes forward. It was lovely and I am blessed that I read it.",positive
0595344550,Whispers of the Wicked Saints,5.0,Wonderful,"I really enjoyed the book. I believe the author did a good job at tackeling the subject of poor conduct in the church. I was reminded that we are all human, and even the mighty shall fall. Now I have to speak my mind regarding the poor reviews. I was shocked at the bahavior of ""adults"" What happened to respect for others. In my opinion I have to say those who wrote the mean reviews are nothing short of ignorent and without a doubt low class. Yes, there are minor errors in the book, but it did not change the greatness of the story for me. Who cares if a word on the back cover is missing an E? Did anyone stop to think that this book whent through a publisher most likely after it left the hands of Mrs, Haddon? I have to say, I am not one to leave reviews, but I just had too when I saw how this book was misrepresented. Not only was the author butchered, but those who liked the book as well were called illiterate. I agree with a fellow reviewer when I ask, how many of you have written a book? Obviously not many because you all have way too much time on your hands. I liked the book, and remember that those of you in glass houses should not throw stones.",positive
0595344550,Whispers of the Wicked Saints,5.0,Awesome !,"This was not a typical romance read. It is deep, loving and full of suspense. This book touches on wemon's issues and it caresses the heart. By the third chapter I was hooked. I did not think the first chapted was too long. It was great. I loved it and I recommend it to anyone who wants a great read.",positive
0595344550,Whispers of the Wicked Saints,5.0,Glorious story,"I loved Whisper of the wicked saints. The story was amazing and I was pleasantly surprised at the changes in the book. I am not normaly someone who is into romance novels, but the world was raving about this book and so I bought it. I loved it !! This is a brilliant story because it is so true. This book was so wonderful that I have told all of my friends to read it. It is not a typical romance, it is so much more. Not reading this book is a crime, becuase you are missing out on a heart warming story.",positive
0595344550,Whispers of the Wicked Saints,5.0,Loved it !!,"I loved this book for a few reasons. The first was that I felt as if I was not reading the story, but I was part of the story. I loved the way it twisted and turned at every corner, I loved that I simply did not know what to expect. The choice of words was spectacular and just when I thought that I was in control of my own emotions, something would jump up and surprise me. I am anxiously waiting for the next book, this was one of the best romance suspense books that I have read in years. I highly recomend it. I give this one five stars !!!!!!!!",positive
0595344550,Whispers of the Wicked Saints,5.0,Five stars it not enough,"I thought this book was brilliant. The plot was so good that it kept me guessing until the end. It worked its way into my heart and I can't help every now and then thinking about Maxwell, Heath and Julia. This is so great, I love this new writer and I can't wait for the next book. &lt;hint, hint> A must read for anyone with a beating heart.",positive
0595344550,Whispers of the Wicked Saints,5.0,A FIVE STAR BOOK,"I just finished reading Whisper of the Wicked saints. I fell in love with the caracters. I expected an average romance read, but instead I found one of my favorite books of all time. Just when I thought I could predict the outcome I was shocked ! The writting was so descriptive that my heart broke when Julia's did and I felt as if I was there with them instead of just a distant reader. If you are a lover of romance novels then this is a must read. Don't let the cover fool you this book is spectacular!",positive
0595344550,Whispers of the Wicked Saints,5.0,Whispers of the Wicked Saints,"This was a easy to read book that made me want to keep reading on and on, not easy to put down.It left me wanting to read the follow on, which I hope is coming soon. I used to read a lot but have gotten away from it. This book made me want to read again. Very enjoyable.",positive
0595344550,Whispers of the Wicked Saints,4.0,"Errors, but great story","I was a dissapointed to see errors on the back cover, but since I paid for the book I read it anyway. I have to say I love it. I couldn't put it down. I read the whole book in two hours. I say buy it. I say read it. It is sad, but it gives an interesting point of view on church today. We spend too much time looking at the faults of others. I also enjoyed beloved.Sincerly,Jaylynn R",positive
0595344550,Whispers of the Wicked Saints,1.0,The Worst!,"A complete waste of time. Typographical errors, poor grammar, and a totally pathetic plot add up to absolutely nothing. I'm embarrassed for this author and very disappointed I actually paid for this book.",negative
0595344550,Whispers of the Wicked Saints,5.0,The truth about WOTWS,"I have to say that my friends at work all read this book and loved it. It was brought to our attention that there are negative reviews on this book that are false. For example the traveling librarian? We had a discussion about this book at work and the review of the traveling librarian is completely false. I pulled out the book and realized that these are lies and that someone is trying to ruin this book. The book never states that a garden is ten miles long. On page 62 it clearly states that the garden is five acres. No heartbeat of a fetus was heard at a week. How could it be? Julia was not even aware of the pregnancy at that time. The preacher never went to the house to give condolences, after reading the book once again it is obvious that he was there to fix the barn. So...on and ect... I also looked at the reviews &lt;history> all but one of the bad reviews is writen by someone who has never reviewed a book on amazon before. Veronica Haddon if you are reading this you need to write a letter to Amazon. Someon is playing a prank on you !!",positive
0595344550,Whispers of the Wicked Saints,5.0,How could someone not love this ??,"I am an avid reader and I was shocked at how hooked I became on this book. I thought the first chapter was a little long and a little too discriptive, but truth be told after that I could not put this down. I read the other reviews on Whispers of the wicked saints before I wrote this and I saw one bad review that was written by someone who admitedly did not read this book. Don't take the advice of the ignorant, this book is an absolute must for romance fans. I give it five stars !!",positive
0595344550,Whispers of the Wicked Saints,5.0,"Luscious, hot forbidden love.!","This book was very discriptive and I actually found myself involved in the lives of the characters. If you ever get a chance to read this book, please do! I have found that the beginning of the book was a little too discriptive, but push through. The best is yet to come. You will definately find yourself wanting more. There was some parts in the book that made me HOT!! Veronica had a way with describing the places and the characters. I could actually see this story as if it were an actual movie. I really loved this book. If you are a romantic at heart and you love a great outcome, you must read Whispers of the Wicked Saints. GREAT, GREAT story!!",positive
0595344550,Whispers of the Wicked Saints,5.0,The best book I have ever read !,"I happen to love romance novels, but only if they are goos romance. I am not one who loves everything, but this made my heart rejoice. I absolutlely could not put it down. Wow what a book !! You have to read this awesome story of forbiden love. I warn you now. It is steamy.",positive
0595344550,Whispers of the Wicked Saints,4.0,Great book,"This was a great book,I just could not put it down,and could not read it fast enough. Boy what a book the twist and turns in this just keeps you guessing and wanting to know what is going to happen next. This book makes you fall in love and can heat you up,it can also make you so angery. this book can make you go throu several of your emotions. This is a quick read romance. It is something that you will want to end your day off with if you read at night.",positive
0595344550,Whispers of the Wicked Saints,5.0,The best book I've read in years !!,"This is a wonderful book that will keep you guessing. It is Rare to find a book that will make you laugh and cry at the same time and still leave you wondering what will happen next. What was even more amazing about it, is the fact that it is written in such a poetic way. This is a rare find and I look forward to the next book written by Veronica Haddon.",positive
0595344550,Whispers of the Wicked Saints,4.0,"Wonderful, wonderful book !!","Just as predicted the first chapter of the book was long. I continued reading and then fell in love with WOTWS. It is heart warming and realistic. I thought it was a little depressing, but I quickly realized the writers point. There is a rainbow at the end of each storm. I did notice the error on the cover, but it only made me love the writer more. This writer is talented and she is not corporate, nor does it appear that she has a staff working for her. Her book was writen from the heart and that is what makes an American literary legend. I would rather read a book with an error then to read hollow perfection any day of the week.",positive
0595344550,Whispers of the Wicked Saints,5.0,Great Read,"I thought this book was brilliant, but yet realistic. It showed me that to error is human. I loved the fact that this writer showed the loving side of God and not the revengeful side of him. I loved how it twisted and turned and I could not put it down. I also loved The glass castle.",positive
0595344550,Whispers of the Wicked Saints,5.0,Couldn't put this book down!,Normally I'm not much into romance stories but I absolutely loved this book. This book had the right kind of suspense that made it impossible to put down. Kept me wondering what would happen right up until the end. Loved it! I am looking for anything else this author puts out.,positive
0595344550,Whispers of the Wicked Saints,1.0,Oh please,"I guess you have to be a romance novel lover for this one, and not a very discerning one. All others beware! It is absolute drivel. I figured I was in trouble when a typo is prominently featured on the back cover, but the first page of the book removed all doubt. Wait - maybe I'm missing the point. A quick re-read of the beginning now makes it clear. This has to be an intentional churning of over-heated prose for satiric purposes. Phew, so glad I didn't waste $10.95 after all.",negative
0595344550,Whispers of the Wicked Saints,1.0,Awful beyond belief!,"I feel I have to write to keep others from wasting their money. This book seems to have been written by a 7th grader with poor grammatical skills for her age! As another reviewer points out, there is a misspelling on the cover, and I believe there is at least one per chapter. For example, it was mentioned twice that she had a ""lean"" on her house. I was so distracted by the poor writing and weak plot, that I decided to read with a pencil in hand to mark all of the horrible grammar and spelling. Please don't waste your money. I too, believe that the good reviews must have been written by the author's relatives. I will not put much faith in the reviews from now on!",negative
0595344550,Whispers of the Wicked Saints,1.0,You've got to hand it to the author...,"I purchased this book after reading rave reviews of it included within a review of a really good book I'd read. Apparently, the author (or her friends and family) are placing reviews of good books and encouraging people to buy this book if you liked the one they were reviewing. Great marketing by the author. However, the author should probably stick to marketing and give up the idea of being a writer. This book could have been written by a middle-schooler. It is a self-published, self-edited (and extremely poorly edited, I might add), and self-promoted lame excuse for a novel. My eyes rolled constantly while reading this book. Just when I thought it couldn't get worse...it did. The best part of this book is the short length. There is no substance, no character development, and the plot (if there actually is one) is pathetic. I generally trust the reviewers on Amazon. I really feel duped for purchasing this book after reading about it in Amazon's readers' reviews. Don't waste your money. The author should have printed only enough copies for family and friends. The rest of the population should be spared having to read this drivel.",negative
0595344550,Whispers of the Wicked Saints,1.0,You've got to be kidding!,"It has been years since I've read a romance novel. If this is typical of the genre these days, I will never pick up another one. Not only is the plot contrived and juvenile, the writing shows the lack of skill expected only in a child's writing. Many of my seventh grade writing students would be embarrassed if this trash was attributed to them. ""The bed squeaked slightly, but her husband was unmoved by the sharp squeaks from the bed as well as the howling noises caused by the wind that were surrounding him."" Were the squeaks slight or sharp, and were she and her husband sleeping outside that the wind could be howling around him not the house? This is just one mangled sentence in a book filled with such tripe. If my criticism seems harsh, it's because I actually paid money for this book. What a waste!I would suggest that Miss Haddon go back to Junior High School and begin a serious course of writing instruction. Perhaps by the time she graduates from college she will have gained an understanding of good sentence construction, proper punctuation, and the value of using adjectives sparingly. And if she reads a great deal along the way, she might also learn how to construct a plausible plot.",negative
0595344550,Whispers of the Wicked Saints,1.0,Don't try to fool us with fake reviews.,"It's glaringly obvious that all of the glowing reviews have been written by the same person, perhaps the author herself. They all have the same misspellings and poor sentence structure that is featured in the book. Who made Veronica Haddon think she is an author?",negative
0595344550,Whispers of the Wicked Saints,4.0,Whispers of the Wicked Saints,"I really enjoyed this book, sure this author is just starting out, but I still really liked it. How many books have the reviewers that hated this book wrote and got published? I read a lot, and I always have. I don't usually like modern love stories, but I gave it a chance and found that I didn't want to put it down until I finished it. I look forward to reading her next book and no I'm not a family member or a friend. Just give her book a chance and you might just find that it really is pretty good.",positive
0595344550,Whispers of the Wicked Saints,5.0,Spectacular !,"I loved this little book, I thought the first chapter was a little long, but even though it was long I loved it. This writer is a 3D writer. Her words make you feel as if you are the character and I loved that. This is a first novel for Veronica, and I am forever a fan !!",positive
0595344550,Whispers of the Wicked Saints,5.0,You have to read this book,I can not talk this book up enough. It was well writen and a major page turner. It was a book about a pastor that falls for a member of his congregation. It will leave your heart full and your mind pondering question of infidelity and what is right and wrong and where God draws the line. It is a must read.,positive
0595344550,Whispers of the Wicked Saints,1.0,awful beyond belief,"I can't remember the last time I read such a dire book. I howled with laughter all the way through, wondering how much worse it could get - and sure enough, it got worse. If the writing is bad, the plot is ludicrous. A preacher comes to offer condolences the same afternoon that the heroine's husband is shot dead. Within moments they are having sex. The sex is not sensually treated or beautifully described - no, all they do is stick their tongues down each other's throats. The preacher goes to tell his paralysed wife. Her bizarre response - wait for it - is to stick her tongue down his throat. No wonder he veers away. The heroine runs off to work in the heart of Liverpool in a rose garden ten miles long (I kid you not). Did I mention she is dying? But never mind, she'll make a miraculous recovery. She meets another man - even though, conveniently, he's dying too, and she's pregnant by the preacher by now (and, oh joy, she hears the heartbeat of the fetus at a week... truly, a miracle)! The other man lives in castle and is very rich. Of course. They consumate their affair when she sticks her tongue down his throat. Not to worry, she doesn't have to perform this crude tonsil-tickling for long. The preacher turns up again. Everyone in the way drops dead, leaving the coast free for the ""wicked saints"" of the title to romp without blame or shame into the sunset.I could have kicked myself for buying this book; but I had been fooled by reading a mention of it by a so-called reviewer of The Mermaid Chair (which is a good book.) Then I checked all the other reviews done by reviewers of Ms Haddon's book (you can click on ""other reviews"" to see what I mean) and believe I have spotted a scam. The reviewers appear to have chosen the same half dozen best sellers to review -- each on the same day! - and in each review of these other genuinely good books they mention Wicked Saints in the most glowing terms. This is cynical piggy-back riding on bona fide books, made worse because this is a very badly edited (and badly written) self published book. I hope few people will be fooled as I was - and as Amazon has been. Be warned!",negative
